-0.595991 -0.599425
-0.625335 -0.628805
-0.616001 -0.620874
-0.62352 -0.628828
-0.615077 -0.619644
-0.604487 -0.607862
-0.615687 -0.619069
-0.618112 -0.619632
-0.635244 -0.638701
-0.608936 -0.612149
-0.649776 -0.653828
-0.63718 -0.638609
-0.645642 -0.650126
-0.643862 -0.646977
-0.648904 -0.651931
-0.63746 -0.641816
-0.63493 -0.640161
-0.632016 -0.633471
-0.62516 -0.629057
-0.629452 -0.633345
-0.617606 -0.619598
-0.628283 -0.630448
-0.629539 -0.631851
-0.609459 -0.610644
-0.650055 -0.654598
-0.662773 -0.666448
-0.611762 -0.612736
-0.654155 -0.657253
-0.661814 -0.669253
-0.653318 -0.657989
-0.624428 -0.631264
-0.628458 -0.632885
-0.640286 -0.645241
-0.627289 -0.629069
-0.632941 -0.637448
-0.625928 -0.631264
-0.625492 -0.632644
-0.627725 -0.633425
-0.67181 -0.676322
-0.621008 -0.624023
-0.633831 -0.63808
-0.670223 -0.673092
-0.642641 -0.647552
-0.641612 -0.646034
-0.662529 -0.666609
-0.632243 -0.636874
-0.684807 -0.688138
-0.648939 -0.653379
-0.689064 -0.691816
-0.629487 -0.63077
-0.645345 -0.652195
-0.637337 -0.642966
-0.632557 -0.633759
-0.686657 -0.685207
-0.689221 -0.687759
-0.648817 -0.656667
-0.646148 -0.651713
-0.661709 -0.666736
-0.651189 -0.653483
-0.65405 -0.660437
-0.641559 -0.64708
-0.647718 -0.654621
-0.653824 -0.659908
-0.705969 -0.706207
-0.648014 -0.65131
-0.659127 -0.663943
-0.694437 -0.693759
-0.661308 -0.666586
-0.659965 -0.662931
-0.67666 -0.681552
-0.655516 -0.65977
-0.661151 -0.665816
-0.669874 -0.675379
-0.687913 -0.691402
-0.657993 -0.658931
-0.665163 -0.671506
-0.663297 -0.668299
-0.660366 -0.661161
-0.686761 -0.688195
-0.640286 -0.648
-0.636744 -0.643
-0.651573 -0.657632
-0.643461 -0.645874
-0.646252 -0.65269
-0.633517 -0.639425
-0.639466 -0.647586
-0.645014 -0.651563
-0.696356 -0.696989
-0.640216 -0.644529
-0.650945 -0.656356
-0.706458 -0.705552
-0.652463 -0.658494
-0.652829 -0.657253
-0.667711 -0.672379
-0.646217 -0.65177
-0.657226 -0.663149
-0.660122 -0.66508
-0.68486 -0.689931
-0.648311 -0.650264
-0.656598 -0.664379
-0.654103 -0.660437
-0.650893 -0.653207
-0.647107 -0.654897
-0.642519 -0.649299
-0.65808 -0.665425
-0.650143 -0.653874
-0.652515 -0.659057
-0.640164 -0.645977
-0.644961 -0.654276
-0.650649 -0.656782
-0.698502 -0.702391
-0.647247 -0.650874
-0.658953 -0.664701
-0.702009 -0.701253
-0.656388 -0.663483
-0.656057 -0.660793
-0.671531 -0.678011
-0.653108 -0.658184
-0.659895 -0.664023
-0.665896 -0.671931
-0.686238 -0.690529
-0.656074 -0.658172
-0.662407 -0.67008
-0.660819 -0.666874
-0.658482 -0.660287
-0.656894 -0.662207
-0.678108 -0.682057
-0.634058 -0.637563
-0.641315 -0.648333
-0.632383 -0.638655
-0.639658 -0.64969
-0.649183 -0.655184
-0.670833 -0.678057
-0.652027 -0.65723
-0.642554 -0.648276
-0.661256 -0.668023
-0.653108 -0.66092
-0.657766 -0.66154
-0.672438 -0.67708
-0.68486 -0.688931
-0.644682 -0.650379
-0.687634 -0.69008
-0.659197 -0.664494
-0.633778 -0.637287
-0.663942 -0.672046
-0.657819 -0.665667
-0.637058 -0.640529
-0.690024 -0.691034
-0.629434 -0.630057
-0.63725 -0.64131
-0.640809 -0.644483
-0.633918 -0.639862
-0.643304 -0.646345
-0.66614 -0.67092
-0.631493 -0.633977
-0.634895 -0.638609
-0.658377 -0.663713
-0.649672 -0.652057
-0.657993 -0.658724
-0.713558 -0.714057
-0.677899 -0.679908
-0.662564 -0.66646
-0.724148 -0.724966
-0.670415 -0.671724
-0.632226 -0.634034
-0.666158 -0.670908
-0.648067 -0.652506
-0.636308 -0.637391
-0.643775 -0.644828
-0.649497 -0.655437
-0.64381 -0.648816
-0.641978 -0.648425
-0.655272 -0.659598
-0.680341 -0.68631
-0.642903 -0.647069
-0.648921 -0.652805
-0.672892 -0.678161
-0.661011 -0.664437
-0.665704 -0.668115
-0.706963 -0.709494
-0.675038 -0.678057
-0.660924 -0.66431
-0.703666 -0.704632
-0.678893 -0.681092
-0.644124 -0.646046
-0.667658 -0.673103
-0.655568 -0.661092
-0.646322 -0.648069
-0.673869 -0.675586
-0.643723 -0.644115
-0.65187 -0.654575
-0.639379 -0.640966
-0.67202 -0.673379
-0.634476 -0.634276
-0.666838 -0.667345
-0.665443 -0.667989
-0.660226 -0.661368
-0.653893 -0.65408
-0.656249 -0.658333
-0.641524 -0.643218
