29
0.709855       -0.0134913     -0.846959      
0.732556       0.00701952     -0.854051      
0.759958       0.0346361      -0.856637      
0.749487       0.0233763      -0.856384      
0.757947       0.0260339      -0.857315      
0.731039       -0.0044666     -0.864166      
0.728429       -0.00800065    -0.868407      
0.741958       0.00361033     -0.869499      
0.732774       -0.00649847    -0.871764      
0.733142       -0.00480667    -0.872856      
0.729142       -0.0137327     -0.871292      
0.731935       -0.00982004    -0.877108      
0.735958       -0.00657584    -0.875787      
0.778246       0.0306202      -0.876706      
0.735188       -0.0128464     -0.882718      
0.740211       -0.00586657    -0.8832        
0.769395       0.0210881      -0.88089       
0.742085       -0.00476207    -0.883522      
0.743142       -0.00734557    -0.881798      
0.756476       0.00548161     -0.886097      
0.741177       -0.0120078     -0.886695      
0.747579       -0.00802949    -0.889281      
0.753326       -0.00389838    -0.892143      
0.765809       0.00509925     -0.894051      
0.747993       -0.0121523     -0.898166      
0.751349       -0.0106457     -0.897499      
0.752085       -0.0110977     -0.899683      
0.750131       -0.012195      -0.901086      
0.717671       -0.0139409     -0.900074      
0.719326       -0.0120697     
0.720165       -0.0120258     
0.729246       -0.00879607    
0.744361       0.00269659     
0.737108       -0.00548892    
0.7402         -0.00433085    
0.751085       0.00562169     
0.764648       0.0205201      
0.750924       0.00182858     
0.788039       0.0400727      
0.771142       0.0223907      
0.745223       -0.00866317    
0.787545       0.0332466      
0.785556       0.0332312      
0.746717       -0.00785608    
0.769154       0.0160533      
0.768464       0.0116922      
0.749682       -0.00759997    
0.769993       0.0105017      
0.756027       -0.00590824    
0.76205        -0.00151479    
0.756372       -0.0107074     
0.755361       -0.0111495     
0.79028        0.0219051      
0.807384       0.037811       
0.758027       -0.0106818     
0.739453       0.00584202     
0.763556       0.029148       
0.746522       0.00624497     
0.738326       -0.00558383    
0.745901       0.00105551     
0.749981       0.00319624     
0.743763       -0.00395759    
0.74551        -0.000871337   
0.751625       0.000261329    
0.745545       -0.00468682    
0.744947       -0.00607224    
0.762499       0.00632989     
0.745855       -0.0107274     
0.750119       -0.00448391    
0.770591       0.0137326      
0.758591       0.00320954     
0.761004       0.00194076     
0.774935       0.0153599      
0.754717       -0.0070741     
0.809372       0.0451296      
0.766292       0.000414396    
0.805993       0.0365908      
0.757349       -0.0114821     
0.769027       -0.00167472    
0.764522       -0.00738176    
0.760476       -0.0105613     
0.767556       0.0333648      
0.769901       0.0298429      
0.735223       -0.00846769    
0.735832       -0.00879363    
0.745522       -0.0010431     
0.740154       -0.00734608    
0.741142       -0.00501885    
0.73882        -0.0123215     
0.740579       -0.0094309     
0.744234       -0.0065632     
0.78666        0.0307142      
0.744407       -0.0119524     
0.749108       -0.00527266    
0.774292       0.0176572      
0.751326       -0.0038319     
0.751188       -0.00765131    
0.761809       0.00245758     
0.749545       -0.0120217     
0.756154       -0.00786348    
0.759487       -0.00616414    
0.778269       0.00909356     
0.757809       -0.0107954     
0.760177       -0.0102978     
0.760637       -0.011039      
0.759947       -0.0108624     
0.776993       0.0361304      
0.735786       -0.00871299    
0.735797       -0.00963765    
0.742935       -0.00444096    
0.74143        -0.00688288    
0.742533       -0.00443924    
0.740326       -0.0116324     
0.742636       -0.00818882    
0.745441       -0.00617254    
0.777981       0.0212141      
0.746947       -0.0102344     
0.750315       -0.0048859     
0.801798       0.0443405      
0.7512         -0.00477931    
0.755039       -0.00462571    
0.761453       0.0012757      
0.75151        -0.0108841     
0.764096       -0.000751525   
0.759223       -0.00726092    
0.785062       0.0150505      
0.757912       -0.0115275     
0.762878       -0.00843431    
0.762556       -0.00995837    
0.761154       -0.0104935     
0.74259        -0.00785748    
0.741866       -0.00952526    
0.750269       -0.0030797     
0.748694       -0.00559807    
0.748832       -0.00410925    
0.746648       -0.0113193     
0.746545       -0.0102804     
0.749809       -0.00781067    
0.780418       0.0176037      
0.753889       -0.00934233    
0.758476       -0.00275957    
0.794878       0.0313683      
0.754901       -0.00711901    
0.75674        -0.00899486    
0.766004       -0.000246956   
0.756843       -0.0116428     
0.763935       -0.00702417    
0.765798       -0.00681097    
0.784602       0.00843772     
0.765476       -0.0101127     
0.767338       -0.0101379     
0.768855       -0.00983247    
0.767591       -0.0102227     
0.782568       0.0274882      
0.799131       0.0420851      
0.75774        -0.000254175   
0.76243        0.00579303     
0.765694       0.00400665     
0.767844       0.00730399     
0.774648       0.0133101      
0.764522       -0.00203687    
0.785832       0.0188544      
0.767246       0.00227439     
0.762085       -0.00517238    
0.779027       0.0132675      
0.785073       0.0155803      
0.788729       0.0187165      
0.817729       0.0454708      
0.774476       -0.000267818   
0.813947       0.0375467      
0.776637       -0.00333732    
0.769648       -0.00974693    
0.797166       0.0158739      
0.792913       0.0104033      
0.772981       -0.00864949    
0.813855       0.0558574      
0.755292       -0.00365559    
0.761407       0.00381862     
0.777981       0.0153363      
0.764958       0.00346259     
0.77243        0.0101344      
0.760165       -0.0073571     
0.769062       0.00111973     
0.760706       -0.00522777    
0.761981       -0.00624061    
0.777154       0.010431       
0.789614       0.019153       
0.838258       0.0672773      
0.814315       0.0410859      
0.797154       0.0214363      
0.859706       0.0823293      
0.793729       0.012774       
0.771752       -0.0086235     
0.802464       0.0201904      
0.787407       0.00391354     
0.776142       -0.0064714     
0.760912       -1.13448e-05   
0.765004       0.0054434      
0.771717       0.00708579     
0.764533       0.00105418     
0.774717       0.0104365      
0.771694       0.00217289     
0.770591       0.000648575    
0.766786       -0.00114195    
0.771073       0.000850769    
0.779763       0.0110435      
0.787694       0.015227       
0.824821       0.0518326      
0.801407       0.0261641      
0.785349       0.00761147     
0.826016       0.046615       
0.793005       0.010016       
0.773809       -0.0085983     
0.795648       0.011337       
0.784453       -0.0010809     
0.776177       -0.00847502    
0.800717       0.0402048      
0.780832       0.015243       
0.783395       0.01896        
0.766706       0.00146765     
0.76497        -0.00551518    
0.769545       -0.00136182    
0.795257       0.0263676      
0.769177       -0.00201056    
0.78874        0.0190577      
0.783729       0.0102939      
0.774004       4.79733e-05    
0.775671       -0.00054275    
0.781154       0.00244186     
0.779338       -0.0010397     
0.782257       -0.00171192    
0.774257       -0.00913006    
0.799039       0.0137454      
0.785936       -0.000582085   
0.776188       -0.00944638    
0.771981       0.00776353     
0.803763       0.040697       
0.786315       0.0224475      
0.767614       -0.0014916     
0.773499       0.00397287     
0.803326       0.0358136      
0.767958       -0.00184781    
0.82343        0.055126       
0.805568       0.0335183      
0.778027       0.00545709     
0.779947       0.00512329     
0.786303       0.00898593     
0.785016       0.00603609     
0.780257       -0.00230789    
0.771958       -0.0100259     
0.817039       0.033152       
0.79228        0.00717138     
0.773752       -0.0104761     
0.778614       0.0104538      
0.771901       0.00293455     
0.763706       -0.0105337     
0.777108       0.00244528     
0.775257       0.00262113     
0.765407       -0.00953823    
0.78474        0.0113075      
0.787959       0.0107553      
0.78897        0.0112426      
0.790591       0.0105949      
0.796625       0.014119       
0.798947       0.0147673      
0.787867       7.75009e-05    
0.781683       -0.0055217     
0.80612        0.0169997      
0.794464       0.00411447     
0.78766        -0.00180297    
0.787545       0.0197372      
0.767119       -0.00595303    
0.796062       0.0225669      
0.816051       0.0445789      
0.767073       -0.00670367    
0.819028       0.0467606      
0.809189       0.0331566      
0.776361       -0.000194641   
0.794349       0.015529       
0.788338       0.00701089     
0.788545       0.00554674     
0.780085       -0.00651691    
0.777119       -0.00889859    
0.849672       0.0617409      
0.821051       0.0318919      
0.778706       -0.00956728    
0.770568       -0.00331644    
0.783648       0.00934086     
0.782901       0.0106192      
0.769786       -0.00480345    
0.815671       0.0425934      
0.829419       0.0525718      
0.783878       0.00650729     
