inter erroJ erroh
1 0.7641847381613 0.8709834128577
2 0.2370700487521 0.1290753168576
3 0.237078780716 0.1290840473767
4 0.2370787807926 0.1290840474533
5 0.2370493196996 0.1290683841919
6 0.2338588591602 0.1273889169674
7 0.1975432683903 0.1566192076692
8 0.1032389888387 0.07464240438901
9 0.1336786446228 0.09178930641206
10 0.1767050071427 0.09864847948279
11 0.3442802294588 0.225457846216
12 0.2316418158361 0.1263698489944
13 0.09412437343762 0.05552082725769
14 0.1819944137842 0.1123130230308
15 0.1932570908739 0.1068628554887
16 0.2022075426453 0.1245087571494
17 0.1963905322426 0.1083810930319
18 0.1630441292882 0.1011134005856
19 0.1726325796389 0.09620069591206
20 0.1817570648149 0.1110071473192
21 0.1774700584416 0.09855592062329
22 0.1566855778335 0.0970500049942
23 0.1578381869353 0.08841149821111
24 0.1502325009792 0.09071578307597
25 0.149840573218 0.08405277515699
26 0.1428088504972 0.0872290357981
27 0.1414293927697 0.0796493274301
28 0.129676869667 0.0779954616529
29 0.1271663820921 0.0719342328715
30 0.1170259991497 0.07056210535593
31 0.1164476914197 0.06613560818632
32 0.1124776299963 0.06754081367596
33 0.1104837533285 0.06281305659282
34 0.1015924820054 0.06083650665246
35 0.09871224176526 0.0563797774098
36 0.09068247872306 0.0543437441479
37 0.08776497438533 0.05033460730925
38 0.07917908117165 0.04720491492882
39 0.07495145220542 0.04319515251838
40 0.06741958932942 0.04009602567723
41 0.06352847546034 0.0368138807778
42 0.05692359320114 0.03380864730797
43 0.05188661877594 0.03026149057596
44 0.04728720495649 0.02833223554782
45 0.04393481497282 0.02559891181085
46 0.03878801950527 0.02320660844129
47 0.03495451708531 0.02045026934568
48 0.03060771737354 0.01826199035871
49 0.02801906314186 0.01655482212142
50 0.02249968873697 0.01373945000423
51 0.01821131944274 0.01086928376233
52 0.01459269194142 0.008802937104544
53 0.01208136591782 0.007614776789014
54 0.009913179393088 0.006310914520942
55 0.007829921347392 0.005126195919224
56 0.007682223474144 0.005059710473665
57 0.007722854455296 0.00511624290976
58 0.006604934788545 0.004714107198604
59 0.006518052863736 0.004653073030449
60 0.006246307152951 0.004439481773087
61 0.006187348285988 0.004245524745584
62 0.006824352528777 0.00482296467721
63 0.006974273387758 0.004629950117163
64 0.00582383894458 0.004346322579086
65 0.005354741438982 0.004803516659317
66 0.003614395325403 0.002926198642156
67 0.002591661738492 0.003015319702777
68 0.002332591503334 0.002963045347319
69 0.00268387919991 0.002366237132148
70 0.002305214221731 0.003503623585474
71 0.002125854667925 0.002634910972736
72 0.003145179257848 0.002810679424251
73 0.002276634382159 0.002438343383053
74 0.002195220869712 0.002898232095627
75 0.002222751929469 0.003074405958289
76 0.002252043847777 0.002507095022107
77 0.001679186943654 0.002900956609535
78 0.002019007580171 0.002142169345465
79 0.002560816345925 0.003612065429693
80 0.002115177283449 0.002653649717962
81 0.001900237496991 0.002644740617598
82 0.001718633058815 0.00258925468176
83 0.001944979559207 0.002649275990222
84 0.00180426412476 0.002624324113866
85 0.001765861724654 0.002220740479611
86 0.002576883405865 0.002635746838381
87 0.002131145481207 0.002887747312975
88 0.002291718049349 0.002430811887659
89 0.002729280115091 0.002473196971704
90 0.002161414355286 0.002734066143676
91 0.002104117819693 0.002449733292985
92 0.004047927176703 0.003833306767319
93 0.002803285997139 0.002624419744161
94 0.002483839595931 0.00214640417852
95 0.002034846264613 0.003031438824792
96 0.002029749198533 0.002674513135993
97 0.001366813052901 0.002416765290795
98 0.001843462445824 0.002182932194397
99 0.003029151415754 0.002716623081134
100 0.002402335429104 0.003201092315433
101 0.001840707813891 0.002739466785032
102 0.001796947482091 0.002147793353116
103 0.001926038865975 0.002592768624046
104 0.001966919862602 0.002119798358893
105 0.001580049876828 0.002854749476799
106 0.002575100053544 0.003432393033818
107 0.002087127903352 0.002819378593696
108 0.002164396931381 0.001869440723822
109 0.001742124597191 0.002756866173774
110 0.001809361474643 0.002838775764816
111 0.001876666465477 0.002810925384541
112 0.001937173524838 0.001851706915033
113 0.002187095856714 0.002017311154966
114 0.001802817493906 0.002584358813206
115 0.001732974394034 0.002585540453969
116 0.002328567118658 0.002252531102893
117 0.002085641075795 0.002717306385575
118 0.002079024560164 0.002184311463244
119 0.00199978479788 0.002419493451177
120 0.002616890164117 0.003107265833956
121 0.002317038186185 0.002936576913019
122 0.001540770687926 0.002610688547694
123 0.001879588680463 0.002178130784439
124 0.001872909051907 0.002385291019639
125 0.001735950468646 0.002011761634822
126 0.001627621988066 0.002191484916385
127 0.001490770364591 0.002496579124489
128 0.002280401860265 0.002160392014085
129 0.001766059058192 0.002356344027862
130 0.002281429012418 0.002582608882629
131 0.001991992689958 0.002113187842238
132 0.001429742439092 0.002133996167686
133 0.001794411409988 0.002338373803401
134 0.00362093030557 0.002799558997089
135 0.001967992605453 0.002258567933068
136 0.001472704942112 0.00227233474622
137 0.001748911141541 0.002473410956934
138 0.001514478031344 0.002489780326826
139 0.001686424172163 0.00236017443097
140 0.001383363261683 0.002469554352458
141 0.001629727206862 0.002161025463026
142 0.002680766885698 0.002695480881753
143 0.001631235428776 0.002479233918173
144 0.001583016255102 0.001809649602639
145 0.001463540069405 0.002113229604026
146 0.001481676688516 0.002455922667181
147 0.001637153284695 0.002563464569624
148 0.001834020721785 0.002004133229067
149 0.002687648730909 0.003038979032411
150 0.001806443098787 0.002585838365556
151 0.00204332188174 0.002173949161843
152 0.001698044107635 0.002025880935521
153 0.001821513641593 0.002305862337866
154 0.001350086087468 0.002346654099091
155 0.001488481479333 0.001794004107045
156 0.002104991258336 0.002649335152553
157 0.001687511786273 0.002664171889776
158 0.001930865155008 0.002770049229286
159 0.001943277702274 0.001998549802036
160 0.001601716386359 0.002600875251814
161 0.001534681324302 0.001914813641888
162 0.001675581302686 0.00216208439943
163 0.002418041791209 0.002955349434494
164 0.002204732766359 0.002653737642407
165 0.001770404548674 0.002255198972214
166 0.001420883342838 0.002216451053542
167 0.001629582846335 0.002227670291781
168 0.001879192109845 0.002245752622861
169 0.00242603926875 0.00182181149581
170 0.002402855889623 0.002510087207226
171 0.001281899922896 0.002100051082509
172 0.001519967330412 0.001854404786814
173 0.001238939291617 0.002257791790933
174 0.001423879929392 0.002127209541156
175 0.001480244417048 0.001962541832041
176 0.001511780389234 0.00218692624485
177 0.003047565413273 0.003491738314242
178 0.001598388647918 0.002782052967023
179 0.001440015359528 0.002215246041536
180 0.001640070431909 0.002526840475032
181 0.001388326139605 0.002159220345742
182 0.001700446200966 0.002249526935479
183 0.001581814390525 0.001710153846544
184 0.003119043234979 0.002843224265623
185 0.002144044275677 0.002758635616331
186 0.001324154362332 0.002305504837537
187 0.001752150929426 0.00227123967246
188 0.001551623621432 0.002116047618171
189 0.001438009318009 0.001964407045354
190 0.003183362246595 0.002667077271238
191 0.001731463222488 0.00236018794681
192 0.00176820772645 0.001650115170851
193 0.001600932350623 0.002427615786075
194 0.001506636741724 0.00214589855828
195 0.001572320884181 0.001582700272242
196 0.001504563159353 0.00190856252883
197 0.002248197527673 0.003095418127334
198 0.002581005162595 0.002604411908995
199 0.001382375376275 0.002319104743604
200 0.001520012507456 0.002348873832514
201 0.0014433195391 0.002197872403421
202 0.001452761904297 0.001611828578021
203 0.00131116273534 0.002182946819597
204 0.002447887068175 0.002563932784873
205 0.001586003595717 0.001874416264993
206 0.001323517591744 0.002147183436624
207 0.001528633752102 0.002319622166962
208 0.001886110588913 0.001589011592761
209 0.001641584472295 0.002013092146905
210 0.001579236107467 0.00211146933929
211 0.003353647274345 0.002715442795542
212 0.001831733255369 0.002232657319311
213 0.001919126034988 0.001831287011334
214 0.001790161022622 0.002096042533778
215 0.001514560721864 0.001889123554195
216 0.001734264816344 0.002180317776811
217 0.001514177842193 0.001719106661272
218 0.002866135587841 0.003487274467057
219 0.002465516506668 0.003151255027959
220 0.00145209509377 0.002475372256019
221 0.001575958104812 0.00179898298514
222 0.001596470371384 0.001860139584617
223 0.001386013459582 0.001824824390573
224 0.001502293540244 0.001798596728516
225 0.002873398559616 0.002200310612845
226 0.00175712888052 0.002093671661584
227 0.001996613467336 0.001837270813006
228 0.00179155508092 0.002134283426064
229 0.001748589481158 0.002354205420153
230 0.00140643826544 0.002047232806263
231 0.001464081557353 0.001759756495154
232 0.003386505253278 0.003532513267265
233 0.00146415386075 0.002167545287925
234 0.001985174025195 0.002327772174338
235 0.001778597370228 0.002451256565858
236 0.001655060470247 0.001840864150362
237 0.001620922699184 0.002095116385065
238 0.001368279150935 0.002179199620662
239 0.002521553796204 0.002293183411711
240 0.001969678501785 0.002107066718456
241 0.00169950326456 0.002206067315215
242 0.001578251667609 0.00219219936505
243 0.001789298158082 0.001979583930426
244 0.001158180026416 0.001910865665503
245 0.001447503475672 0.001598128830476
246 0.003129659131732 0.003169346359934
247 0.002173290834718 0.002153133904242
248 0.001500948052345 0.001759875105184
249 0.002219629249444 0.002319890407169
250 0.001597376029728 0.0022275322256
251 0.001024078152905 0.001865484485955
252 0.001292192698513 0.002007877115834
253 0.002501339946762 0.002587016733078
254 0.002115189797981 0.00202074437839
255 0.001512010458321 0.001996780591893
256 0.001807781156834 0.001811199755295
257 0.001998736939438 0.002404511998672
258 0.001451968519674 0.002000469023468
259 0.001474474350172 0.001919330744576
260 0.002888825172202 0.002117102152553
261 0.002352796358268 0.002125287603207
262 0.001910932852062 0.002099980827682
263 0.001441702309773 0.001623621778948
264 0.00141899408452 0.001674489581652
265 0.00123809802128 0.002015216565445
266 0.001455672070129 0.001910709673951
267 0.00290890489964 0.002518811055447
268 0.001932264441153 0.002005601737933
269 0.00205093127142 0.002149598563394
270 0.001614774465782 0.002072804700872
271 0.001207157737607 0.001911311900018
272 0.001356468865899 0.001647285304767
273 0.001505067983087 0.001818358799187
274 0.002971921091549 0.002999781856938
275 0.002798881121487 0.002645787577444
276 0.001778732993843 0.002412908827427
277 0.001439992169433 0.002091850118802
278 0.001488010360515 0.002314777740444
279 0.001126476761554 0.002106398776037
280 0.00172909470156 0.001989776875217
281 0.002746602364638 0.003209270914569
282 0.001896089210219 0.002232314696194
283 0.001658872536341 0.002416108761858
284 0.001670903820952 0.002045302272487
285 0.001448480529794 0.001601897975924
286 0.001496650122482 0.001852781132091
287 0.0009748128756028 0.001651601513433
288 0.001668748886077 0.001646258766996
289 0.003386651406816 0.00280562211665
290 0.002272603091342 0.001760440042662
291 0.001878321715762 0.001507306676454
292 0.001405010996953 0.001534200988995
293 0.001683195518378 0.001842012006721
294 0.001304276245872 0.001794236864384
295 0.001697058808106 0.001528346606528
296 0.00218540089448 0.002299034323634
297 0.0021050524838 0.001865890676692
298 0.001864949481023 0.00227354950531
299 0.001332399108624 0.002177803824977
300 0.001854257899387 0.001974751396314
301 0.00155476076493 0.001974276476014
302 0.001425719860958 0.001666171337315
303 0.003011944419528 0.002874872685328
304 0.001639737176658 0.001834680483184
305 0.001491549635468 0.002338793644255
306 0.001247707508667 0.001966524635458
307 0.001449656547421 0.00170239675846
308 0.001493129833863 0.001695804114742
309 0.001706467351874 0.001880898779451
310 0.003312076719445 0.003299979385191
