inter erroJ erroh
1 0.7641680215812 0.8720740862328
2 0.2370700487213 0.1290753067752
3 0.237078780716 0.1290840473767
4 0.2370787807926 0.1290840474533
5 0.2370671279432 0.1290779077609
6 0.233984685203 0.1274547657277
7 0.1943562388538 0.1537137215105
8 0.09967768262138 0.07402413401411
9 0.1167045291268 0.08181684347878
10 0.1618556212179 0.09099289267574
11 0.3417515529186 0.2224409129235
12 0.2317525378776 0.1264188956304
13 0.09062653528394 0.05271682249389
14 0.1790442803484 0.1101164255563
15 0.1926122026463 0.1065276657074
16 0.2065649560501 0.1272712436392
17 0.1985204145806 0.1094997771671
18 0.1571695409884 0.09643505589253
19 0.1691545676553 0.09431428631709
20 0.1843992331994 0.1127336816107
21 0.1788497788673 0.09930381386236
22 0.1509600886755 0.09203344585688
23 0.1553354116484 0.08701191507256
24 0.1560607940526 0.09471110010087
25 0.1537028927249 0.08609482700256
26 0.1393742035143 0.08431376897075
27 0.1391370383311 0.07832614057358
28 0.1320327034018 0.07948838462652
29 0.1308738861209 0.07386050946309
30 0.1226663100922 0.0738230556542
31 0.1199772041394 0.06802531966484
32 0.108469011704 0.06515794757334
33 0.1053494728604 0.06003695853317
34 0.09683900829433 0.05800457895554
35 0.09280947443294 0.05313617029426
36 0.08300026870689 0.04950012482129
37 0.07948862149682 0.04565956852238
38 0.07297559400534 0.04361901786012
39 0.06904544817675 0.03989672533105
40 0.06122135741077 0.0366471554456
41 0.05726508572261 0.03329151163791
42 0.05007405204367 0.02980027262666
43 0.04596749435738 0.02680372426813
44 0.04130131132287 0.02460555127616
45 0.03790124237821 0.0222019407334
46 0.03521291270016 0.02094294152993
47 0.03332400667546 0.01951455877543
48 0.03017260170074 0.01794031340051
49 0.02687382009776 0.01586722254451
50 0.02311244051436 0.01384380503579
51 0.02039384692486 0.01202822892946
52 0.01697755376838 0.01056922551093
53 0.01572647337964 0.009471425157602
54 0.01372908171476 0.008735175619331
55 0.01249514000061 0.007536803967995
56 0.01111110688627 0.007093104451252
57 0.009406296088237 0.005932006512679
58 0.00797174810801 0.005497063089213
59 0.005790442245887 0.004102873404593
60 0.003942698251798 0.003631479840811
61 0.004000047828535 0.003043437685377
62 0.003528182786185 0.003348915267366
63 0.003308971348046 0.002931635679222
64 0.003025295901829 0.003290029652093
65 0.003473455077105 0.002802410724742
66 0.004723441603018 0.003877228903296
67 0.002626710573875 0.003147406063307
68 0.002175897746575 0.003326787668358
69 0.002270683982309 0.002940022555769
70 0.002237484336482 0.002386416312537
71 0.001907380142153 0.002954064536416
72 0.001903434003906 0.002666739193327
73 0.004048100970556 0.003966481893389
74 0.003035837758416 0.002727442360783
75 0.002334331065539 0.002586186002948
76 0.001970523923128 0.00218789763639
77 0.001945343623256 0.002686832226145
78 0.001781525891546 0.00314009072385
79 0.002052088200148 0.002162164816102
80 0.003253124970221 0.00304020582476
81 0.002025212170106 0.002824546488401
82 0.001795976534649 0.002795109048626
83 0.001681800863127 0.002802808178355
84 0.001675406562385 0.002969730884418
85 0.001924512309936 0.002125768796918
86 0.001973489437747 0.002808710799977
87 0.00306354003426 0.002889710334705
88 0.001966136583309 0.00231437118771
89 0.002393175871893 0.002687214209181
90 0.002097750475877 0.002469988978611
91 0.001861197663931 0.002774405265683
92 0.002017978889659 0.002580029492398
93 0.001892510278239 0.002650642503705
94 0.001626213959006 0.002686502367984
95 0.002563944365816 0.002705842167626
96 0.002629056747642 0.003280738364188
97 0.002099746587277 0.002495581343144
98 0.001772658609535 0.002455689008467
99 0.001818028294988 0.002680240506337
100 0.001471348149535 0.002712183944682
101 0.001962263814573 0.002413688870093
102 0.0035113911851 0.003829372526026
103 0.002225486081287 0.002427447739806
104 0.001648979359427 0.002826612977797
105 0.001672038987068 0.00317703347091
106 0.002281375465261 0.002135426187433
107 0.001908619401589 0.002420068537454
108 0.002515060162492 0.002654556039235
109 0.002137628629647 0.002722913817638
110 0.001814980130378 0.002343244258547
111 0.001145572416782 0.00244545058229
112 0.00199379975633 0.002155802907256
113 0.002290273305554 0.002795879456133
114 0.001687148836069 0.002134703023709
115 0.002978095357329 0.00357441141629
116 0.002710298375233 0.002371455592728
117 0.001856604887572 0.002745316449202
118 0.002123967875495 0.00246310786347
119 0.001816456048764 0.002143520111818
120 0.001947630049723 0.001986722538634
121 0.001796422524346 0.002670027187167
122 0.00281748429148 0.002617046433122
123 0.001834838029573 0.002622209570431
124 0.001785169610404 0.002650831803368
125 0.001632590227871 0.002573576907915
126 0.001753062291863 0.002128510672244
127 0.001909228250813 0.002035926976531
128 0.001653387780048 0.002179784655946
129 0.001593158732031 0.002668034461151
130 0.001922001586858 0.002734734137092
131 0.002362248428735 0.003125947760992
132 0.001736090093112 0.002422863994094
133 0.001617524951039 0.002513520309659
134 0.001273937112696 0.002191951808893
135 0.00155971348574 0.002310236414326
136 0.001400716425731 0.002516676247833
137 0.001961974244924 0.00251259452143
138 0.001889527883418 0.002259595709398
139 0.00134590282575 0.002371653660306
140 0.001425199557732 0.002314887044743
141 0.001384962350542 0.002392622748266
142 0.001245289805888 0.002145130339263
143 0.001777490200054 0.002174195121138
144 0.003132534333569 0.002679416148184
145 0.00278896612084 0.002398319344828
146 0.001750663923419 0.002412012454515
147 0.001914523680063 0.002135302618003
148 0.001755618996208 0.002175241575279
149 0.001317347512496 0.002011911766125
150 0.001749540990822 0.00173371418449
151 0.003006677331545 0.002989932214579
152 0.00195048948279 0.00316403866371
153 0.00212026835547 0.002304390436809
154 0.001708105704009 0.002118347600976
155 0.001138017586445 0.00223339052928
156 0.001584245695319 0.00208640795043
157 0.001684401741065 0.002558468655529
158 0.001969029747681 0.002216224615718
159 0.003186127819238 0.003471788654228
160 0.001914484006594 0.002217756753574
161 0.001840360570466 0.00207659430684
162 0.001716266343751 0.002452714242316
163 0.00179108118104 0.002441257010991
164 0.00146938306849 0.002158554119223
165 0.001817036160724 0.002564550591077
166 0.002838912701807 0.00314237628919
167 0.00222648160608 0.002152167907081
168 0.001757663497227 0.002376967894853
169 0.00119366011333 0.002091770031178
170 0.001504119057807 0.001810483468732
171 0.001327866034098 0.00189149458413
172 0.001474118677508 0.002293126797706
173 0.002497913713158 0.002387225783037
174 0.001786544144438 0.001672348761526
175 0.001529796319236 0.002238793199247
176 0.001554982746391 0.002260974774319
177 0.001950735650347 0.001911397618388
178 0.001500165098785 0.001840327698638
179 0.001404461433516 0.002109519270798
180 0.002998594979856 0.003212109613609
181 0.001937484120924 0.002540460249365
182 0.001503167770768 0.002377908666099
183 0.001414217537507 0.002189964683535
184 0.001354764309043 0.002294164675327
185 0.001435190733744 0.002091258602845
186 0.001620241356363 0.001878510100996
187 0.002870845746797 0.002472381174157
188 0.002028894790612 0.002483946031416
189 0.001518237790532 0.002171433869117
190 0.001602418167118 0.001865795294395
191 0.001639577042463 0.002133864957552
192 0.001560394289137 0.002152356392407
193 0.001455391574276 0.002393122227841
194 0.001232613642794 0.002097783862253
195 0.002626186014205 0.002596701844238
196 0.002057460731828 0.002377506738163
197 0.001937112744 0.001857769922425
198 0.00191014335796 0.002599294750435
199 0.001507945155199 0.00192187990229
200 0.001575713857193 0.002084432548608
201 0.00157809893281 0.001701556817729
202 0.003623795307028 0.00300140979956
203 0.002358076326309 0.002492242633355
204 0.001442327454071 0.001800835456264
205 0.00155638520133 0.001957278809463
206 0.001657613610255 0.001929610449711
207 0.001700165565085 0.002207404678475
208 0.001705200270786 0.002381026594407
209 0.002981416917118 0.003140560173703
210 0.002146870855961 0.002415353405989
211 0.001488016544067 0.001650643557104
212 0.001647330567956 0.002464895199973
213 0.001709897088348 0.002268993062109
214 0.001490958697861 0.001575991676361
215 0.001213962461525 0.001848347476087
216 0.003619887827656 0.002114110339629
217 0.001802461245627 0.002088357561248
218 0.001596671088567 0.001833310502859
219 0.001598470641178 0.001793908711407
220 0.001324734970685 0.002121230019323
221 0.001550745953007 0.00190687248676
222 0.001433498462073 0.002444218612973
223 0.001530369775553 0.001880347142835
224 0.002650598357873 0.003878352226499
225 0.001829557090533 0.002900085167267
226 0.001271020780349 0.002347666069776
227 0.001376373410607 0.002194343214687
228 0.001488673826222 0.001880235616678
229 0.001652791040865 0.002046557613978
230 0.001479069049055 0.002018070553254
231 0.002609610609267 0.00252931113534
232 0.002355228263336 0.00160830922967
233 0.001743870366827 0.001918972605369
234 0.001861808074525 0.002116653107963
235 0.001471628489922 0.001638517283067
236 0.001108381756099 0.002081077433477
237 0.001485482177111 0.00201746707295
238 0.002010142153195 0.002421947938023
239 0.001855100250019 0.00243350460192
240 0.001679222986523 0.002165721627496
241 0.001416864478499 0.002371783128347
242 0.001477746652183 0.002245737809887
243 0.001472254800968 0.001826625976084
244 0.001753333470009 0.002092805309701
245 0.002631097142669 0.00281702879777
246 0.00144238376525 0.002253792204323
247 0.00106315624976 0.001965100360997
248 0.001639115939619 0.001976057017269
249 0.00142873087484 0.001814975660494
250 0.001741135121353 0.002011008470953
251 0.001519078415243 0.001954211976905
252 0.003491864143196 0.003004672581067
253 0.002017843788693 0.002063340572842
254 0.001619499029984 0.002107049444934
255 0.001689747173482 0.002247698164421
256 0.001378170788174 0.002038504287563
257 0.001701649013344 0.002067486558055
258 0.001518247751465 0.001955685115018
259 0.002135668858766 0.002351145043789
260 0.001602577593876 0.002018110349575
261 0.001708023994069 0.00203339687678
262 0.001318038329584 0.001978168267218
263 0.001574173201759 0.001969369166005
264 0.00185516804011 0.00202365981947
265 0.001651870385387 0.00166715960125
266 0.003400412027958 0.00287684557564
267 0.002456489675507 0.002144603671424
268 0.002302186369221 0.00246067693235
269 0.00186806817992 0.001879265700852
270 0.001346476864448 0.001902359039575
271 0.001575890555514 0.001677943615721
272 0.001439916033022 0.002129847412299
273 0.002785864606106 0.002840136366833
274 0.002188247778328 0.002358251633191
275 0.002260591225153 0.002659741178481
276 0.001472355292928 0.001865855192849
277 0.001232441632722 0.002232894476625
278 0.001381088019789 0.001964040634742
279 0.001555186252011 0.001633543943986
280 0.002777669116782 0.003132950014527
281 0.001668232203014 0.002082346680545
282 0.001502155715778 0.001599768812185
283 0.001863265930796 0.001995719001679
284 0.001688721550523 0.002118891558069
285 0.001652274480429 0.001786637277088
286 0.00149644983602 0.002030977745308
287 0.002078385188289 0.002031396342971
288 0.001928893705643 0.00160132627537
289 0.001546156363308 0.002111541733672
290 0.001584538521419 0.002103254535932
291 0.001932922742952 0.001627286369525
292 0.001295906251586 0.001698470655165
293 0.001533228764079 0.002205205022192
294 0.002041188547844 0.002482012312018
295 0.001994367831832 0.002536064175961
296 0.001466960113247 0.002023652470441
297 0.001646428824894 0.00184609930605
