inter erroJ erroh
1 0.7645886266149 0.8708358562867
2 0.2370700444036 0.1290753178992
3 0.2370787807159 0.1290840473768
4 0.2370787807926 0.1290840474533
5 0.2370592938347 0.1290737728745
6 0.234117851364 0.1275255381969
7 0.1964779581174 0.1552752691293
8 0.09926081954964 0.07355829323663
9 0.1168679673367 0.08238529793151
10 0.1612962236851 0.09077443287015
11 0.3378612589489 0.219828392188
12 0.2313736587325 0.126230321423
13 0.08662006746387 0.05040676240135
14 0.1755494936062 0.1080904423704
15 0.1904442971442 0.1054161891059
16 0.2111548623678 0.1303313175936
17 0.2001006159161 0.1103097898081
18 0.1479711413295 0.09027053177519
19 0.1636502850592 0.09141521140217
20 0.1881483583399 0.1154614804216
21 0.1806593931418 0.1002595835327
22 0.1480462099886 0.08968596186398
23 0.153712127173 0.08609038013672
24 0.1554978775671 0.09465428093831
25 0.1538572714908 0.08624300466297
26 0.1406267111186 0.08504727580628
27 0.1399390534496 0.07876205423321
28 0.1321735157971 0.07980827433519
29 0.1303746761016 0.0736424276851
30 0.1209789743099 0.07288757069446
31 0.1183306642012 0.06709905006028
32 0.1087396436824 0.06542929651687
33 0.1055354475544 0.06017535640344
34 0.09606346566538 0.05753446347732
35 0.09294197584209 0.0531980139277
36 0.08431390189399 0.05045504401488
37 0.08182656380733 0.0470930932072
38 0.07539811984876 0.04492317499968
39 0.07095381857306 0.0409932879131
40 0.06392394891309 0.03803550624864
41 0.06025827285344 0.03492033079914
42 0.05458908281208 0.03244566859734
43 0.05107594159732 0.02974042091615
44 0.04756766135808 0.02831185958213
45 0.04323938904797 0.02527152808792
46 0.0375874738984 0.0225502396596
47 0.0340218096971 0.01994820288609
48 0.02990500327846 0.01803619401106
49 0.02711101258959 0.01587087519442
50 0.0231894248866 0.01420812400874
51 0.02196467979924 0.01284160029471
52 0.01924915636939 0.01160498415178
53 0.01669749709911 0.009962499618245
54 0.01354959188289 0.008680210075014
55 0.0117787395249 0.007014409369087
56 0.01083239176468 0.007072980808245
57 0.009551292790511 0.005989991014425
58 0.00878070081849 0.006189797066426
59 0.007546968676157 0.004521351145989
60 0.006231893537132 0.00449512048786
61 0.005046202493037 0.003028881630128
62 0.004039414977798 0.004061642916565
63 0.003574635935446 0.003370800464196
64 0.003492801336718 0.003403505592807
65 0.003577693253233 0.002706610120654
66 0.003912015998269 0.003656236203966
67 0.003477359917698 0.002933273621721
68 0.00399994353538 0.003245080679165
69 0.004012409573169 0.003175149267775
70 0.00281562622501 0.003138409720066
71 0.002315541617763 0.002728571554303
72 0.001914968584288 0.002746341981386
73 0.003814645860819 0.003863248791151
74 0.002146453110262 0.0032689857022
75 0.002132515760374 0.002637389176311
76 0.001901962279805 0.002921825045216
77 0.002397388581552 0.002608392079164
78 0.001970694689375 0.00317263834895
79 0.002022731412468 0.002509546014066
80 0.003899875997302 0.004031092260305
81 0.003224402575203 0.003051686938732
82 0.002553340625721 0.002801048857034
83 0.002265703617455 0.003083672246942
84 0.002009679424252 0.002572405712672
85 0.001673945192063 0.003191601789678
86 0.001895284621966 0.002626439661494
87 0.003770489225282 0.003037120416651
88 0.001988468555173 0.002323076360213
89 0.002038376873035 0.002195206294406
90 0.002254813574776 0.003041583289354
91 0.002223952249295 0.002701329603612
92 0.002423813441531 0.003139415310763
93 0.002546209046128 0.00225742360811
94 0.001930253885771 0.002564715980459
95 0.002724849515383 0.002588951824675
96 0.002616914068165 0.003655413159386
97 0.002294930225561 0.001817663653494
98 0.001910892904852 0.002722580242736
99 0.001737413602354 0.002269980329919
100 0.001740303018853 0.002288609841024
101 0.001784995947661 0.002331958759934
102 0.003441450467414 0.003607094188541
103 0.002213038484717 0.00327854842039
104 0.001479752365031 0.002462360632418
105 0.002189788876008 0.001918768140206
106 0.001698671435024 0.002761560995371
107 0.001719839642455 0.0022392147847
108 0.001495386730035 0.00254936234895
109 0.003580045886696 0.003202516139097
110 0.002072644643615 0.002700658829552
111 0.001809344791656 0.002042359401027
112 0.001735750486796 0.002682024693258
113 0.001722706564294 0.002419623792067
114 0.001449130794136 0.002747866286807
115 0.001777155315309 0.00202305340803
116 0.003282311921716 0.003212341574533
117 0.002305608002156 0.002432158521675
118 0.002531764962618 0.002872281401618
119 0.002366808708894 0.002352984502357
120 0.002364131864832 0.002574755002142
121 0.002328405507884 0.00260008566192
122 0.001785936613644 0.002381515616397
123 0.003162638204276 0.00349325225904
124 0.002291518962312 0.002571414748148
125 0.001896296511209 0.002739130422069
126 0.0016060106692 0.002497377543961
127 0.001549948248832 0.00246275874868
128 0.00173856658711 0.00230593846872
129 0.001932719012195 0.002160556232023
130 0.003524817269788 0.003635962460974
131 0.002347092193952 0.002482871828731
132 0.001824678313471 0.002459635222907
133 0.001663040671392 0.002476062507973
134 0.001591667125904 0.002521099843252
135 0.001710328983492 0.002281719447619
136 0.001776060953007 0.001906352006359
137 0.003200408219685 0.003410337125977
138 0.002307748186268 0.002835945047785
139 0.001815641617427 0.0020507645809
140 0.001684908186945 0.002590130741284
141 0.00198103919598 0.002026857244811
142 0.001367458400596 0.002446049264337
143 0.001623397310646 0.002425260931393
144 0.003506552263826 0.003258996848454
145 0.002492634788666 0.002509343495044
146 0.002018972288493 0.002014403836156
147 0.001833583256855 0.002370611075137
148 0.001662933815028 0.00255117086961
149 0.001715742679425 0.002114800453299
150 0.001690101790312 0.002182978547126
151 0.003118868996748 0.002645697414177
152 0.002629855805417 0.002169277429302
153 0.00187120204729 0.002524273613277
154 0.001529956743766 0.001867963027278
155 0.001431670022415 0.00241747175391
156 0.001625182244924 0.002147486037991
157 0.001843141483739 0.002122928925996
158 0.002753214256249 0.003646943099486
159 0.002225068279173 0.003099146429581
160 0.00195906575718 0.002434278468893
161 0.001413431612566 0.002429032822585
162 0.001473450371754 0.002721279638476
163 0.00192270674521 0.002155087208038
164 0.001846127933028 0.002392122028723
165 0.003061383291367 0.00290402217929
166 0.002244625292407 0.002282023054441
167 0.001477067117245 0.002326426283229
168 0.001777548672004 0.002132238430741
169 0.001653105174463 0.002122541411287
170 0.001366347608914 0.001768349107391
171 0.001657805106435 0.001591198558515
172 0.003137164550415 0.003261269217097
173 0.00161008497397 0.002018831104816
174 0.00148164026919 0.002171998814216
175 0.001426490583324 0.002417503636959
176 0.001513656687892 0.001922327548958
177 0.001452070408251 0.002021945391142
178 0.00140914200583 0.002405323611213
179 0.002843737477713 0.002822370968126
